Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
Tumkur,Central,Afternoon,High,No,Yes,Inner,High,Safe
Shimoga,West,Afternoon,High,Yes,No,Inner,Medium,Safe
Tumkur,South,Afternoon,Medium,Yes,Yes,Middle,High,Safe
Davangere,Central,Morning,Low,No,Yes,Middle,Medium,Unsafe
Mysore,East,Evening,Medium,Yes,Yes,Outer,Medium,Safe
Mysore,Central,Afternoon,Low,Yes,No,Inner,Low,Safe
Mangalore,West,Morning,Low,Yes,Yes,Middle,Medium,Unsafe
Belgaum,Central,Night,Medium,No,Yes,Outer,Low,Unsafe
Hubli,Central,Afternoon,Low,No,Yes,Middle,High,Unsafe
Tumkur,South,Evening,High,Yes,Yes,Inner,High,Unsafe
Tumkur,South,Afternoon,Low,Yes,No,Middle,High,Safe
Bangalore,West,Night,Low,No,No,Outer,High,Safe
Davangere,North,Evening,Low,No,No,Middle,Low,Unsafe
Davangere,Central,Night,High,No,No,Middle,Low,Safe
Davangere,North,Evening,Medium,No,Yes,Middle,High,Safe
Hubli,West,Afternoon,Medium,Yes,Yes,Middle,Low,Safe
Belgaum,West,Morning,Low,Yes,No,Inner,Low,Safe
Tumkur,Central,Evening,Low,No,No,Inner,High,Safe
Shimoga,West,Evening,Low,No,Yes,Outer,Medium,Safe
Davangere,West,Evening,High,No,No,Outer,High,Safe
Tumkur,East,Evening,Medium,No,Yes,Inner,Low,Unsafe
Mangalore,South,Afternoon,Medium,No,Yes,Outer,Medium,Safe
Tumkur,East,Morning,Low,Yes,Yes,Outer,High,Unsafe
Shimoga,East,Morning,Low,No,Yes,Outer,Medium,Safe
Tumkur,North,Evening,Low,Yes,No,Outer,High,Unsafe
Bangalore,South,Night,Low,Yes,Yes,Middle,Low,Unsafe
Hubli,South,Morning,Medium,Yes,Yes,Inner,Low,Unsafe
Davangere,Central,Night,Low,No,No,Outer,Low,Safe
Mangalore,South,Afternoon,Low,Yes,No,Inner,Low,Unsafe
Mangalore,Central,Morning,Medium,No,Yes,Outer,Low,Safe
Davangere,South,Morning,High,Yes,Yes,Middle,Medium,Unsafe
Hubli,North,Evening,Low,Yes,Yes,Inner,Medium,Unsafe
Bangalore,West,Night,High,Yes,Yes,Middle,Low,Safe
Shimoga,East,Night,Low,Yes,Yes,Outer,High,Unsafe
Hubli,East,Afternoon,Medium,No,Yes,Outer,Low,Safe
Bangalore,West,Morning,High,Yes,Yes,Inner,Medium,Safe
Belgaum,East,Afternoon,Medium,Yes,Yes,Inner,Low,Unsafe
Hubli,Central,Night,Low,No,Yes,Middle,High,Safe
Belgaum,East,Afternoon,Medium,Yes,Yes,Middle,Low,Unsafe
Mysore,Central,Evening,Medium,Yes,No,Outer,Low,Unsafe
Hubli,North,Afternoon,Low,Yes,No,Outer,High,Unsafe
Mangalore,East,Evening,Medium,Yes,No,Middle,Medium,Safe
Shimoga,West,Afternoon,High,Yes,No,Middle,High,Safe
Hubli,North,Afternoon,Medium,Yes,No,Inner,Low,Safe
Mangalore,North,Night,Medium,Yes,No,Middle,High,Safe
Shimoga,Central,Afternoon,Low,No,No,Outer,Medium,Safe
Shimoga,South,Morning,Medium,Yes,No,Middle,High,Unsafe
Mysore,South,Night,Low,No,No,Middle,Medium,Unsafe
Belgaum,North,Evening,High,No,Yes,Outer,High,Safe
Mangalore,North,Evening,Low,No,No,Inner,Medium,Unsafe
Davangere,South,Afternoon,Medium,No,Yes,Inner,Medium,Safe
Davangere,West,Evening,Medium,No,Yes,Middle,Low,Unsafe
Tumkur,South,Afternoon,High,No,Yes,Middle,Medium,Unsafe
Hubli,West,Night,Medium,No,Yes,Middle,High,Unsafe
Hubli,West,Morning,Low,No,Yes,Middle,Low,Unsafe
Davangere,North,Evening,Low,Yes,Yes,Outer,Low,Unsafe
Hubli,East,Evening,High,Yes,No,Middle,High,Safe
Mysore,South,Night,High,Yes,Yes,Inner,Low,Safe
Belgaum,South,Morning,Medium,No,No,Inner,Medium,Unsafe
Belgaum,West,Evening,Low,No,No,Outer,High,Safe
Belgaum,South,Afternoon,Low,Yes,Yes,Outer,High,Safe
Bangalore,Central,Morning,Medium,Yes,No,Inner,Medium,Unsafe
Hubli,West,Evening,Low,Yes,No,Outer,Low,Safe
Davangere,West,Night,Low,Yes,Yes,Inner,High,Unsafe
Bangalore,North,Afternoon,Low,Yes,Yes,Inner,Low,Safe
Mangalore,West,Night,Medium,No,Yes,Middle,High,Safe
Hubli,North,Evening,High,Yes,Yes,Inner,Low,Unsafe
Mysore,East,Afternoon,Medium,No,Yes,Middle,High,Unsafe
Hubli,West,Morning,High,No,Yes,Outer,High,Unsafe
Mysore,South,Night,Low,Yes,Yes,Inner,High,Unsafe
Davangere,Central,Morning,High,No,No,Outer,Medium,Unsafe
Davangere,West,Evening,Low,No,Yes,Outer,High,Unsafe
Mysore,Central,Morning,High,Yes,No,Middle,Low,Safe
Mysore,North,Evening,Medium,Yes,Yes,Outer,Low,Safe
Mangalore,Central,Night,High,No,Yes,Middle,Medium,Unsafe
Davangere,South,Night,High,No,No,Outer,High,Unsafe
Mangalore,South,Afternoon,Low,No,No,Outer,High,Safe
Bangalore,North,Evening,Low,Yes,No,Middle,Low,Safe
Davangere,North,Afternoon,Low,No,No,Middle,Medium,Safe
Tumkur,East,Night,Medium,No,Yes,Inner,Low,Safe
Mangalore,West,Morning,Medium,Yes,No,Outer,Medium,Unsafe
Bangalore,South,Evening,Low,Yes,Yes,Outer,Medium,Unsafe
Mysore,West,Evening,High,No,Yes,Outer,Medium,Safe
Davangere,North,Morning,Medium,No,Yes,Outer,Medium,Safe
Tumkur,North,Evening,Medium,No,No,Middle,Low,Unsafe
Mangalore,East,Morning,High,Yes,Yes,Inner,High,Safe
Davangere,South,Afternoon,High,Yes,No,Middle,High,Unsafe
Davangere,South,Afternoon,High,No,No,Middle,Medium,Safe
Belgaum,North,Night,High,Yes,No,Middle,Medium,Unsafe
Davangere,East,Afternoon,Medium,Yes,Yes,Outer,High,Unsafe
Belgaum,North,Afternoon,High,No,No,Inner,Low,Safe
Mysore,East,Afternoon,High,No,No,Outer,Low,Safe
Mysore,South,Night,Low,No,No,Outer,High,Safe
Hubli,North,Morning,Low,Yes,Yes,Inner,Medium,Safe
Tumkur,North,Night,High,Yes,No,Middle,High,Safe
Mysore,West,Afternoon,Medium,Yes,Yes,Outer,High,Unsafe
Hubli,Central,Morning,Low,No,Yes,Inner,High,Safe
Mysore,West,Night,High,Yes,No,Middle,Medium,Safe
Mangalore,West,Morning,High,Yes,Yes,Inner,Medium,Safe
Bangalore,South,Evening,High,Yes,No,Inner,Low,Safe
Hubli,East,Morning,Medium,Yes,No,Inner,High,Safe
Belgaum,East,Afternoon,Medium,Yes,Yes,Middle,High,Safe
Davangere,West,Night,Medium,Yes,Yes,Inner,Medium,Unsafe
Mangalore,West,Night,High,No,Yes,Inner,High,Safe
Mangalore,West,Evening,Medium,Yes,No,Inner,Low,Safe
Belgaum,West,Afternoon,Medium,No,Yes,Outer,Medium,Safe
Hubli,Central,Evening,High,Yes,No,Outer,High,Safe
Hubli,Central,Evening,Medium,No,No,Middle,High,Unsafe
Davangere,South,Afternoon,High,Yes,Yes,Inner,High,Safe
Davangere,West,Night,Medium,No,Yes,Inner,Medium,Unsafe
Belgaum,South,Night,Low,No,No,Inner,High,Safe
Mangalore,South,Evening,High,Yes,No,Middle,High,Safe
Shimoga,Central,Evening,Low,Yes,No,Inner,Medium,Safe
Tumkur,North,Afternoon,High,No,Yes,Outer,Low,Unsafe
Shimoga,North,Night,Medium,No,Yes,Inner,Low,Safe
Tumkur,Central,Night,Medium,Yes,No,Outer,Medium,Unsafe
Belgaum,West,Afternoon,High,Yes,No,Middle,Low,Unsafe
Belgaum,East,Night,High,No,Yes,Inner,Medium,Unsafe
Bangalore,East,Morning,High,Yes,No,Middle,High,Safe
Belgaum,West,Morning,Medium,No,No,Middle,High,Unsafe
Mangalore,West,Night,High,No,Yes,Middle,High,Unsafe
Davangere,West,Evening,Medium,No,Yes,Outer,Low,Safe
Hubli,North,Afternoon,Medium,Yes,No,Inner,Medium,Unsafe
Shimoga,North,Night,Medium,No,Yes,Outer,Low,Safe
Hubli,East,Morning,Low,Yes,Yes,Inner,Medium,Safe
Shimoga,Central,Morning,Medium,Yes,Yes,Inner,Medium,Safe
Tumkur,North,Evening,Low,Yes,No,Middle,Low,Safe
Davangere,South,Evening,Medium,No,No,Outer,Low,Safe
Davangere,East,Evening,High,Yes,No,Inner,Low,Unsafe
Davangere,East,Afternoon,Low,No,No,Outer,Medium,Unsafe
Tumkur,East,Morning,High,No,No,Middle,Low,Safe
Davangere,Central,Night,High,No,Yes,Middle,Medium,Safe
Davangere,West,Night,Medium,No,Yes,Outer,Medium,Safe
Mysore,South,Morning,Medium,No,Yes,Inner,Low,Safe
Shimoga,East,Evening,High,No,Yes,Outer,Medium,Safe
Davangere,North,Morning,High,Yes,No,Inner,High,Safe
Davangere,South,Morning,Low,No,No,Inner,Medium,Safe
Mangalore,West,Afternoon,Medium,Yes,Yes,Inner,High,Safe
Mangalore,East,Evening,High,Yes,No,Middle,Low,Safe
Mysore,West,Night,High,No,No,Outer,Medium,Safe
Tumkur,South,Afternoon,High,No,Yes,Middle,High,Safe
Belgaum,North,Morning,Low,No,Yes,Outer,High,Safe
Hubli,South,Afternoon,Medium,Yes,No,Middle,High,Unsafe
Bangalore,South,Night,Medium,No,Yes,Inner,High,Unsafe
Mysore,North,Afternoon,Medium,No,No,Middle,High,Unsafe
Belgaum,West,Afternoon,Medium,Yes,Yes,Middle,Low,Unsafe
Belgaum,East,Morning,High,No,Yes,Inner,Low,Safe
Davangere,Central,Evening,Medium,No,No,Inner,Medium,Safe
Belgaum,North,Night,High,No,No,Outer,Low,Unsafe
Shimoga,West,Evening,Medium,Yes,No,Middle,Medium,Unsafe
Davangere,East,Morning,Low,Yes,Yes,Inner,High,Safe
Bangalore,West,Evening,Low,No,Yes,Middle,Medium,Safe
Tumkur,Central,Night,Low,No,No,Inner,Low,Unsafe
Shimoga,South,Evening,Low,Yes,No,Middle,Low,Unsafe
Hubli,Central,Night,High,No,No,Outer,High,Unsafe
Bangalore,North,Afternoon,Low,No,Yes,Inner,Medium,Unsafe
Shimoga,West,Evening,Medium,No,Yes,Middle,Medium,Unsafe
Shimoga,Central,Evening,Low,No,No,Middle,High,Unsafe
Belgaum,East,Morning,Medium,Yes,No,Outer,High,Safe
Bangalore,North,Morning,Medium,No,Yes,Inner,Low,Unsafe
Davangere,South,Morning,High,No,Yes,Inner,High,Safe
Bangalore,North,Afternoon,Low,Yes,Yes,Inner,Medium,Safe
Mysore,North,Afternoon,High,No,Yes,Middle,Low,Unsafe
Davangere,South,Afternoon,Medium,Yes,Yes,Inner,Low,Safe
Bangalore,West,Morning,Low,Yes,Yes,Middle,High,Safe
Tumkur,East,Morning,Low,No,Yes,Inner,High,Unsafe
Davangere,West,Afternoon,Medium,No,Yes,Outer,High,Safe
Bangalore,East,Morning,Medium,Yes,No,Inner,Medium,Unsafe
Bangalore,South,Evening,High,Yes,No,Inner,Low,Safe
Mangalore,West,Afternoon,Medium,Yes,No,Inner,Low,Unsafe
Bangalore,East,Morning,Low,No,Yes,Inner,Low,Unsafe
Davangere,South,Evening,Low,No,Yes,Inner,Medium,Unsafe
Davangere,North,Evening,Medium,Yes,Yes,Inner,Medium,Unsafe
Davangere,North,Morning,High,Yes,Yes,Middle,High,Safe
Bangalore,West,Night,Medium,No,Yes,Outer,High,Safe
Tumkur,Central,Night,High,Yes,No,Inner,Low,Safe
Shimoga,Central,Afternoon,Low,Yes,No,Middle,Medium,Safe
Belgaum,South,Afternoon,Medium,No,No,Outer,Low,Safe
Mysore,Central,Night,High,Yes,No,Middle,High,Safe
Belgaum,West,Night,High,No,No,Inner,Low,Unsafe
